d w z q
4371 3208 1 1
4371 695 1 1
4371 2846 7 7
4371 3661 7 7
4371 2012 1 1
4371 2012 1 1
4371 2012 1 1
4371 2145 1 1
4371 261 7 7
4371 3595 1 1
4371 2636 1 1
4371 2640 7 7
4372 3377 1 1
4372 3377 1 1
4372 1287 1 1
4372 2012 1 1
4372 2012 1 1
4372 3595 1 1
4372 3595 1 1
4372 475 1 1
4373 3807 1 1
4373 1662 1 1
4373 2012 1 1
4373 2012 1 1
4373 2012 1 1
4373 1032 1 1
4373 1809 1 1
4373 1809 1 1
4373 1809 1 1
4373 3595 1 1
4373 3595 1 1
4373 3595 1 1
4373 621 1 1
4373 621 10 8
4373 2403 1 1
4373 2403 1 1
4373 2403 1 1
4374 1751 1 1
4374 227 1 1
4374 1215 2 2
4374 1735 0 0
4374 1810 1 1
4374 1484 1 1
4374 1484 1 1
4374 1484 1 1
4374 1484 1 1
4375 170 1 1
4375 1751 1 1
4375 2451 1 1
4375 1512 6 6
4375 3377 1 1
4375 2781 4 4
4375 2496 1 1
4375 1001 1 1
4375 3445 10 8
4375 2679 4 4
4375 2679 4 4
4375 3621 1 1
4375 1484 1 1
4375 1484 1 1
4375 1484 1 1
4375 1471 1 1
4376 2095 5 5
4376 875 1 1
4376 1751 1 1
4376 1751 1 1
4376 1751 5 5
4376 3757 10 8
4376 3757 10 8
4376 3755 10 8
4376 1150 10 8
4376 3377 1 1
4376 3377 1 1
4376 3377 1 1
4376 3377 10 8
4376 138 10 8
4376 1484 1 1
4376 1471 1 1
4376 1471 10 8
4376 1471 10 8
4377 1002 5 5
4377 483 5 5
4377 3057 1 1
4377 1751 1 1
4377 1751 5 5
4377 1631 3 3
4377 3482 1 1
4377 1512 5 5
4377 3377 1 1
4377 3377 1 1
4377 692 1 1
4377 2549 5 5
4377 2557 5 5
4377 1484 1 1
4377 1484 1 1
4377 1471 1 1
4377 1471 1 1
4377 1471 1 1
4378 3036 3 3
4378 3190 1 1
4378 875 1 1
4378 1751 3 3
4378 1751 1 1
4378 2326 3 3
4378 1512 3 3
4378 876 1 1
4378 3377 1 1
4378 1785 1 1
4378 232 1 1
4378 1179 3 3
4378 1179 3 3
4378 1484 1 1
4378 1484 1 1
4378 1471 1 1
4378 1471 1 1
4379 1763 3 3
4379 2923 3 3
4379 2923 3 3
4379 3319 3 3
4379 1751 3 3
4379 1751 3 3
4379 2901 3 3
4379 535 3 3
4379 535 3 3
4379 2633 3 3
4379 1653 8 8
4379 3033 3 3
4379 1946 9 8
4379 1108 3 3
4379 3652 3 3
4379 3652 8 8
4379 818 3 3
4379 2996 3 3
4380 3036 3 3
4380 1751 3 3
4380 1751 3 3
4380 1751 3 3
4380 3155 1 1
4380 3377 1 1
4380 3377 1 1
4380 3377 1 1
4380 3813 3 3
4380 3813 3 3
4380 3813 3 3
4380 985 3 3
4380 979 3 3
4380 2947 3 3
4380 1484 1 1
4380 1471 3 3
4380 1471 3 3
4380 1471 3 3
4380 1473 3 3
4380 1473 3 3
4380 1473 3 3
4381 1047 1 1
4381 3057 5 5
4381 1751 3 3
4381 1322 1 1
4381 385 0 0
4381 1512 3 3
4381 3377 1 1
4381 1043 0 0
4381 1043 0 0
4381 624 1 1
4381 3621 3 3
4381 2184 9 8
4381 1471 3 3
4381 1471 3 3
4382 3190 1 1
4382 3190 1 1
4382 3190 1 1
4382 1751 6 6
4382 1300 6 6
4382 3410 1 1
4382 3786 1 1
4382 1966 6 6
4382 1966 6 6
4382 3377 1 1
4382 2107 1 1
4382 2107 1 1
4382 2255 1 1
4382 1484 1 1
4382 1484 1 1
4382 1484 1 1
4382 1471 1 1
4383 1751 6 6
4383 1751 3 3
4383 1751 3 3
4383 1512 6 6
4383 3377 6 6
4383 3377 6 6
4383 2435 6 6
4383 1178 6 6
4383 2129 6 6
4383 2129 3 3
4383 1633 3 3
4383 2128 3 3
4383 690 6 6
4383 1471 3 3
4383 1471 3 3
4383 1471 3 3
4384 2361 7 7
4384 758 1 1
4384 875 1 1
4384 1751 1 1
4384 3275 1 1
4384 1300 1 1
4384 1704 1 1
4384 515 1 1
4384 1801 1 1
4384 3377 1 1
4384 2756 1 1
4384 2107 1 1
4384 2578 1 1
4384 2077 3 3
4384 1471 1 1
4385 3092 0 0
4385 2092 0 0
4385 2923 0 0
4385 875 0 0
4385 875 0 0
4385 1751 0 0
4385 1751 5 5
4385 3410 0 0
4385 1512 5 5
4385 1512 0 0
4385 3377 1 1
4385 1020 0 0
4385 3223 0 0
4385 1348 5 5
4385 1484 1 1
4385 1471 1 1
4385 3759 0 0
4386 3092 0 0
4386 3092 0 0
4386 3088 6 6
4386 3088 6 6
4386 1798 6 6
4386 1751 1 1
4386 157 1 1
4386 3377 1 1
4386 54 0 0
4386 428 1 1
4386 3372 1 1
4386 2669 1 1
4386 2669 1 1
4386 28 1 1
4386 28 1 1
4386 28 1 1
4386 2735 1 1
4386 2531 1 1
4386 3476 6 6
4386 3476 1 1
4386 2008 1 1
4386 655 1 1
4386 1484 1 1
4386 1484 1 1
4386 1471 1 1
4387 875 0 0
4387 1751 0 0
4387 1751 5 5
4387 1620 10 8
4387 1620 10 8
4387 564 10 8
4387 1322 0 0
4387 2326 5 5
4387 2326 3 3
4387 3377 10 8
4387 3377 10 8
4387 534 0 0
4387 1471 10 8
4387 1471 3 3
4388 875 1 1
4388 875 1 1
4388 1751 6 6
4388 1751 1 1
4388 1751 1 1
4388 3724 6 6
4388 1512 6 6
4388 1794 1 1
4388 3377 6 6
4388 2390 6 6
4388 2390 6 6
4388 2669 6 6
4388 2106 6 6
4388 1484 1 1
4388 1484 1 1
4388 867 1 1
4388 867 6 6
4388 1471 1 1
4389 1989 10 8
4389 1751 3 3
4389 1751 10 8
4389 3377 10 8
4389 964 10 8
4389 964 10 8
4389 2890 10 8
4389 344 3 3
4389 30 10 8
4389 4 10 8
4389 1471 10 8
4389 1471 10 8
4390 3036 3 3
4390 3036 3 3
4390 3036 3 3
4390 3036 3 3
4390 1751 3 3
4390 1751 3 3
4390 2753 1 1
4390 3377 1 1
4390 3182 3 3
4390 3182 3 3
4390 1215 3 3
4390 3094 3 3
4390 1735 1 1
4390 985 1 1
4390 1507 1 1
4390 1507 1 1
4390 3486 1 1
4390 1248 3 3
4390 2106 1 1
4390 1484 1 1
4390 1484 1 1
4390 1471 1 1
4390 1471 1 1
4390 1473 3 3
4390 1473 3 3
4390 1473 3 3
4391 2782 5 5
4391 875 1 1
4391 1751 5 5
4391 1751 5 5
4391 535 5 5
4391 16 5 5
4391 3377 10 8
4391 938 1 1
4391 2081 10 8
4391 3652 10 8
4391 3652 10 8
4391 1484 1 1
4391 1471 10 8
4391 1471 10 8
4392 1751 3 3
4392 385 3 3
4392 3724 1 1
4392 3724 1 1
4392 1512 3 3
4392 876 1 1
4392 3377 1 1
4392 2819 10 8
4392 2819 1 1
4392 2819 1 1
4392 3621 3 3
4392 3621 3 3
4392 1471 3 3
4392 1471 3 3
4393 2750 3 3
4393 2750 3 3
4393 3594 3 3
4393 2923 3 3
4393 2923 3 3
4393 1751 3 3
4393 1751 3 3
4393 1751 3 3
4393 3377 1 1
4393 2202 3 3
4393 2202 3 3
4393 2202 3 3
4393 2202 3 3
4393 783 3 3
4393 3597 3 3
4393 1471 1 1
4393 1471 3 3
4394 217 10 8
4394 2007 10 8
4394 3757 10 8
4394 3757 10 8
4394 3757 10 8
4394 3755 10 8
4394 1150 10 8
4394 2753 1 1
4394 2753 1 1
4394 3487 10 8
4394 1542 10 8
4394 1950 1 1
4394 1950 10 8
4395 3757 10 8
4395 3757 10 8
4395 3755 10 8
4395 1150 10 8
4395 2753 1 1
4395 2753 1 1
4395 2753 1 1
4395 1103 1 1
4395 1950 1 1
4395 1950 10 8
4395 1950 1 1
4395 1950 1 1
4395 924 10 8
4395 3236 1 1
4395 3090 10 8
4396 3734 1 1
4396 2753 1 1
4396 2753 1 1
4396 1631 1 1
4396 1794 1 1
4396 2509 1 1
4396 1950 1 1
4396 1950 1 1
4396 2801 1 1
4396 2801 1 1
4396 2801 1 1
4396 674 1 1
4397 1751 1 1
4397 2753 1 1
4397 2753 1 1
4397 2753 1 1
4397 3724 1 1
4397 2509 1 1
4397 2509 1 1
4397 3425 1 1
4397 901 1 1
4397 3730 1 1
4397 3777 1 1
4397 2013 1 1
4397 1950 1 1
4397 1950 1 1
4397 1950 1 1
4398 937 3 3
4398 2915 3 3
4398 2915 3 3
4398 2915 3 3
4398 2923 3 3
4398 2923 3 3
4398 1751 1 1
4398 2753 1 1
4398 2753 1 1
4398 662 3 3
4398 1713 1 1
4398 1950 1 1
4398 1950 3 3
4398 1950 1 1
4398 3445 10 8
4398 639 1 1
4399 2753 1 1
4399 2753 1 1
4399 1322 1 1
4399 3550 1 1
4399 1950 1 1
4399 1950 1 1
4399 2557 1 1
4399 443 1 1
4400 721 1 1
4400 721 1 1
4400 3036 3 3
4400 1751 3 3
4400 2198 10 8
4400 2753 1 1
4400 1622 3 3
4400 89 5 5
4400 547 3 3
4400 355 10 8
4400 964 10 8
4400 1950 10 8
4400 705 8 8
4401 721 1 1
4401 721 1 1
4401 2753 1 1
4401 2753 1 1
4401 2753 1 1
4401 135 1 1
4401 1970 1 1
4401 1024 1 1
4401 985 1 1
4401 2359 1 1
4401 1950 1 1
4401 1950 1 1
4401 1950 1 1
4401 1950 1 1
4401 1809 1 1
4401 725 1 1
4402 2007 3 3
4402 2915 3 3
4402 1751 3 3
4402 2753 1 1
4402 2753 1 1
4402 3155 1 1
4402 2509 1 1
4402 1950 1 1
4402 1950 1 1
4403 2869 10 8
4403 648 10 8
4403 936 6 6
4403 1622 6 6
4403 1554 3 3
4403 881 6 6
4403 596 10 8
4403 596 10 8
4403 1950 10 8
4403 1176 10 8
4403 3570 3 3
4403 3571 3 3
4404 976 1 1
4404 2753 1 1
4404 659 10 8
4404 1808 12 8
4404 1950 1 1
4404 1025 1 1
4404 3801 1 1
4404 709 1 1
4404 3705 12 8
4404 2899 12 8
4404 3145 12 8
4405 721 1 1
4405 721 1 1
4405 2361 1 1
4405 2753 1 1
4405 2753 1 1
4405 2753 1 1
4405 2753 1 1
4405 3724 1 1
4405 16 1 1
4405 1001 1 1
4405 985 1 1
4405 1507 1 1
4405 1507 1 1
4405 3486 1 1
4405 1950 1 1
4405 1950 1 1
4405 1950 2 2
4405 1950 1 1
4405 3618 1 1
4405 2364 1 1
4405 3726 1 1
4406 1861 4 4
4406 3303 4 4
4406 2753 1 1
4406 2753 1 1
4406 1950 1 1
4406 1950 1 1
4406 2795 1 1
4406 1949 1 1
4407 2753 1 1
4407 3410 1 1
4407 2689 1 1
4407 2752 1 1
4407 1950 1 1
4407 1950 1 1
4407 1863 1 1
4407 1863 1 1
4407 1863 1 1
4407 3335 1 1
4407 1242 1 1
4407 1222 1 1
4408 721 1 1
4408 721 1 1
4408 217 3 3
4408 648 1 1
4408 2007 3 3
4408 2923 1 1
4408 2753 1 1
4408 2753 1 1
4408 2753 1 1
4408 3155 3 3
4408 3482 3 3
4408 1801 1 1
4408 951 3 3
4408 3550 1 1
4408 3813 3 3
4408 3813 3 3
4408 985 3 3
4408 3011 1 1
4408 979 3 3
4408 1950 1 1
4408 1950 1 1
4408 1950 1 1
4408 1368 1 1
4409 213 2 2
4409 217 1 1
4409 2753 1 1
4409 2753 1 1
4409 2753 1 1
4409 230 1 1
4409 230 1 1
4409 230 1 1
4409 3482 1 1
4409 393 2 2
4409 2946 1 1
4409 1287 1 1
4409 1950 1 1
4409 1950 1 1
4409 1950 1 1
4410 2753 1 1
4410 393 8 8
4410 1970 1 1
4410 1950 1 1
4410 2948 1 1
4410 924 1 1
4410 337 1 1
4410 1938 1 1
4411 1971 3 3
4411 1971 3 3
4411 1971 3 3
4411 1971 3 3
4411 2753 1 1
4411 2753 1 1
4411 2753 1 1
4411 1425 3 3
4411 1425 3 3
4411 1950 3 3
4411 1950 3 3
4411 1950 1 1
4411 1809 3 3
4411 1922 3 3
4411 1922 3 3
4411 1922 3 3
4411 1922 3 3
4412 648 1 1
4412 176 1 1
4412 2915 3 3
4412 2753 1 1
4412 2753 1 1
4412 2946 1 1
4412 2496 1 1
4412 2509 1 1
4412 760 1 1
4412 3379 3 3
4412 1001 1 1
4412 3011 1 1
4412 1806 8 8
4412 1103 1 1
4412 1103 1 1
4412 1950 1 1
4412 1950 1 1
4413 170 1 1
4413 1158 4 4
4413 3190 1 1
4413 3319 1 1
4413 2753 1 1
4413 2753 1 1
4413 3377 10 8
4413 2579 10 8
4413 596 10 8
4413 1950 1 1
4413 1950 1 1
4413 3604 10 8
4414 2361 1 1
4414 2729 1 1
4414 3070 1 1
4414 3070 1 1
4414 3410 1 1
4414 1245 1 1
4414 3300 1 1
4414 3219 1 1
4414 3219 1 1
4414 3257 1 1
4414 3257 1 1
4415 2190 5 5
4415 3724 1 1
4415 1132 1 1
4415 3091 1 1
4415 1575 1 1
4415 1345 1 1
4415 1345 1 1
4415 2028 1 1
4415 1329 1 1
4415 1329 1 1
4415 3219 1 1
4415 3219 1 1
4415 3219 1 1
4415 3219 1 1
4416 1167 1 1
4416 1167 1 1
4416 1167 1 1
4416 3406 1 1
4416 3602 1 1
4416 3822 1 1
4416 3822 1 1
4416 3300 1 1
4416 3219 1 1
4416 3219 1 1
4416 3219 1 1
4416 3257 1 1
4416 3257 1 1
4416 3257 1 1
4417 3675 1 1
4417 3675 1 1
4417 3675 1 1
4417 191 1 1
4417 1801 1 1
4417 1112 1 1
4417 1998 1 1
4417 3816 1 1
4417 996 1 1
4417 775 1 1
4417 775 1 1
4417 3219 1 1
4417 3219 1 1
4417 3219 1 1
4417 1154 1 1
4417 3257 1 1
4417 3257 1 1
4417 3257 1 1
4418 128 8 8
4418 128 8 8
4418 128 8 8
4418 393 8 8
4418 393 8 8
4418 2215 8 8
4418 2215 8 8
4418 2581 8 8
4418 2581 8 8
4418 2581 8 8
4418 2581 8 8
4418 3219 8 8
4418 3219 1 1
4418 3147 8 8
4418 3147 8 8
4418 3257 1 1
4418 3257 8 8
4418 3257 1 1
4418 1535 8 8
4418 1535 8 8
4418 1535 8 8
4419 3675 1 1
4419 3675 1 1
4419 3070 1 1
4419 3070 1 1
4419 3070 1 1
4419 128 8 8
4419 128 8 8
4419 128 8 8
4419 393 8 8
4419 1554 1 1
4419 1554 1 1
4419 1554 1 1
4419 331 1 1
4419 331 1 1
4419 331 1 1
4419 331 1 1
4419 143 1 1
4419 143 1 1
4419 8 1 1
4419 8 1 1
4419 8 1 1
4419 8 1 1
4419 3219 1 1
4419 3219 1 1
4419 3257 1 1
4419 3257 1 1
4419 3257 1 1
4420 3675 1 1
4420 3675 1 1
4420 2677 1 1
4420 2677 1 1
4420 2677 1 1
4420 3070 1 1
4420 3070 1 1
4420 2901 1 1
4420 1395 1 1
4420 2678 1 1
4420 3219 1 1
4420 3219 1 1
4420 1416 1 1
4420 1416 1 1
4420 3257 1 1
4420 3257 1 1
4421 3675 1 1
4421 2677 9 8
4421 3712 9 8
4421 1801 1 1
4421 2298 1 1
4421 1425 9 8
4421 2299 1 1
4421 2299 9 8
4421 3219 1 1
4421 3219 1 1
4421 3257 1 1
4421 3257 1 1
4422 3619 1 1
4422 3619 1 1
4422 1971 1 1
4422 2174 1 1
4422 2174 1 1
4422 454 1 1
4422 1801 1 1
4422 1132 1 1
4422 1132 1 1
4422 3487 1 1
4422 2023 1 1
4422 3219 1 1
4422 3219 1 1
4422 3219 1 1
4422 3219 1 1
4422 3257 1 1
4422 3257 1 1
4423 3675 1 1
4423 3619 1 1
4423 699 1 1
4423 1631 1 1
4423 1801 1 1
4423 2768 1 1
4423 2767 1 1
4423 1345 1 1
4423 3219 1 1
4423 3219 1 1
4423 1564 1 1
4423 3257 1 1
4423 3257 1 1
4424 449 0 0
4424 3675 1 1
4424 3675 1 1
4424 3190 1 1
4424 856 0 0
4424 2942 1 1
4424 2767 1 1
4424 3533 1 1
4424 48 0 0
4424 3219 1 1
4424 3219 1 1
4424 3219 1 1
4424 3257 1 1
4424 3257 1 1
4425 3675 1 1
4425 3190 1 1
4425 3190 1 1
4425 3070 1 1
4425 3070 1 1
4425 2356 1 1
4425 1132 1 1
4425 1132 1 1
4425 2732 1 1
4425 376 1 1
4425 1329 1 1
4425 3219 1 1
4425 3257 1 1
4425 3257 1 1
4426 377 1 1
4426 3786 1 1
4426 3487 1 1
4426 3460 1 1
4426 3219 1 1
4426 3219 1 1
4426 3219 1 1
4426 3552 1 1
4426 776 1 1
4426 3257 1 1
4426 3257 1 1
4427 2729 1 1
4427 2729 1 1
4427 2444 1 1
4427 1395 1 1
4427 420 1 1
4427 768 1 1
4427 1001 1 1
4427 2353 1 1
4427 3219 1 1
4427 3219 1 1
4427 3257 1 1
4427 3257 1 1
4428 2750 1 1
4428 3377 1 1
4428 3580 1 1
4428 3541 1 1
4428 807 1 1
4428 614 1 1
4428 304 1 1
4428 3219 1 1
4428 3219 1 1
4428 2734 1 1
4428 3257 1 1
4428 3257 1 1
4429 721 1 1
4429 3619 1 1
4429 3070 1 1
4429 3070 1 1
4429 3070 1 1
4429 2496 1 1
4429 2145 1 1
4429 3219 1 1
4429 3219 1 1
4429 2605 1 1
4429 3257 1 1
4429 3257 1 1
4430 3092 0 0
4430 60 0 0
4430 2750 1 1
4430 2750 1 1
4430 20 0 0
4430 1132 1 1
4430 1132 1 1
4430 1378 6 6
4430 3219 1 1
4430 3219 1 1
4430 3219 1 1
4430 3257 1 1
4430 3257 1 1
4431 2923 1 1
4431 2190 1 1
4431 1725 1 1
4431 1172 0 0
4431 2353 1 1
4431 127 1 1
4431 1926 1 1
4431 3219 1 1
4431 3219 1 1
4431 3219 1 1
4431 3257 1 1
4432 3186 6 6
4432 3190 1 1
4432 3619 1 1
4432 1751 1 1
4432 2901 1 1
4432 2657 6 6
4432 1747 0 0
4432 1844 1 1
4432 1207 6 6
4432 538 3 3
4432 3219 1 1
4432 3219 1 1
4432 3257 1 1
4433 3190 1 1
4433 3594 3 3
4433 3070 1 1
4433 3070 1 1
4433 3317 3 3
4433 3798 3 3
4433 3798 3 3
4433 874 5 5
4433 3219 1 1
4433 3219 1 1
4433 3143 1 1
4433 3257 1 1
4433 3257 1 1
4434 3092 0 0
4434 3092 0 0
4434 3092 0 0
4434 449 0 0
4434 3757 10 8
4434 3757 10 8
4434 3755 10 8
4434 1150 10 8
4434 2475 0 0
4434 2772 0 0
4434 2772 0 0
4434 2772 0 0
4434 2772 0 0
4434 756 0 0
4434 16 0 0
4434 16 0 0
4434 1801 0 0
4434 1801 0 0
4434 1801 0 0
4434 1801 0 0
4434 1843 0 0
4435 3092 0 0
4435 3092 0 0
4435 2923 0 0
4435 2772 0 0
4435 1554 0 0
4435 2565 0 0
4435 454 0 0
4435 1801 0 0
4435 1801 0 0
4435 683 0 0
4435 2728 0 0
4436 3092 0 0
4436 3092 0 0
4436 3092 0 0
4436 797 0 0
4436 797 0 0
4436 2772 0 0
4436 2772 0 0
4436 2772 0 0
4436 702 0 0
4436 1801 0 0
4436 1801 0 0
4436 1801 0 0
4436 568 0 0
4436 568 0 0
4436 1747 8 8
4436 1747 0 0
4436 458 0 0
4436 1843 0 0
4436 1843 0 0
4436 1843 0 0
4436 1066 0 0
4436 1066 0 0
4437 3092 0 0
4437 3092 0 0
4437 3092 0 0
4437 3092 0 0
4437 2772 0 0
4437 2772 0 0
4437 2772 0 0
4437 702 0 0
4437 16 0 0
4437 1801 0 0
4437 1801 0 0
4437 568 0 0
4437 3813 0 0
4437 1747 0 0
4437 1747 0 0
4437 1066 0 0
4437 1066 0 0
4437 1066 0 0
4437 1066 0 0
4437 1066 0 0
4437 993 0 0
4437 993 0 0
4437 3651 0 0
4438 3092 0 0
4438 3092 0 0
4438 3092 0 0
4438 3092 0 0
4438 3612 6 6
4438 3612 6 6
4438 2750 0 0
4438 856 0 0
4438 758 0 0
4438 2729 0 0
4438 2772 0 0
4438 1801 0 0
4438 1801 0 0
4438 1801 0 0
4438 2657 0 0
4438 1287 0 0
4438 3239 0 0
4438 2870 3 3
4439 721 1 1
4439 1751 4 4
4439 3724 1 1
4439 2509 1 1
4439 2509 1 1
4439 3425 1 1
4439 901 1 1
4439 3730 1 1
4439 3730 1 1
4439 3777 1 1
4439 2013 1 1
4439 1843 1 1
4439 1843 1 1
4439 1843 1 1
4440 3092 0 0
4440 3092 0 0
4440 3092 0 0
4440 130 0 0
4440 2772 0 0
4440 1801 0 0
4440 1801 0 0
4440 2331 0 0
4440 609 2 2
4440 2353 0 0
4440 2390 0 0
4440 3239 0 0
4440 1843 0 0
4440 2510 0 0
4440 3596 0 0
4441 3092 0 0
4441 2361 0 0
4441 3057 0 0
4441 3070 0 0
4441 2772 0 0
4441 2772 0 0
4441 702 0 0
4441 1801 0 0
4441 1801 0 0
4441 1801 0 0
4441 2630 0 0
4441 3239 0 0
4441 458 0 0
4441 3430 0 0
4441 741 0 0
4441 2272 5 5
4441 1066 0 0
4441 1844 0 0
4442 3092 0 0
4442 3092 0 0
4442 3092 0 0
4442 3619 1 1
4442 2716 0 0
4442 2772 0 0
4442 1554 8 8
4442 703 8 8
4442 2946 8 8
4442 2946 8 8
4442 2946 8 8
4442 16 1 1
4442 1801 0 0
4442 1801 8 8
4442 1801 8 8
4442 3661 8 8
4442 420 8 8
4442 420 0 0
4442 640 1 1
4442 1843 1 1
4442 1843 0 0
4442 1066 0 0
4442 1066 0 0
4442 2841 8 8
4442 2455 8 8
4443 2772 0 0
4443 756 0 0
4443 16 0 0
4443 1601 0 0
4443 3589 0 0
4443 985 0 0
4443 985 0 0
4443 1843 0 0
4443 1843 0 0
4443 1844 0 0
4444 2471 1 1
4444 1042 1 1
4444 2509 1 1
4444 2509 1 1
4444 2113 10 8
4444 34 6 6
4444 1843 1 1
4444 1843 1 1
4444 1843 1 1
4445 3092 0 0
4445 3619 1 1
4445 1300 6 6
4445 2772 0 0
4445 2772 0 0
4445 2772 0 0
4445 2840 0 0
4445 2946 8 8
4445 702 0 0
4445 702 1 1
4445 1801 0 0
4445 1801 0 0
4445 1801 0 0
4445 1801 0 0
4445 1801 0 0
4445 985 0 0
4445 985 0 0
4445 3239 0 0
4445 3326 0 0
4445 1843 8 8
4445 2841 8 8
4446 3092 0 0
4446 3092 0 0
4446 3092 0 0
4446 3092 0 0
4446 449 0 0
4446 449 0 0
4446 449 0 0
4446 2356 1 1
4446 3786 0 0
4446 3155 0 0
4446 2772 0 0
4446 2772 0 0
4446 2772 0 0
4446 2772 0 0
4446 3724 1 1
4446 1801 0 0
4446 1801 1 1
4446 1801 1 1
4446 1801 0 0
4446 1095 0 0
4446 3813 0 0
4446 3813 0 0
4446 3813 0 0
4446 692 0 0
4446 985 0 0
4446 979 1 1
4446 2947 5 5
4446 2357 1 1
4446 1844 1 1
4446 1844 1 1
4446 1844 1 1
4446 3752 1 1
4447 3092 0 0
4447 3137 8 8
4447 420 0 0
4447 3770 1 1
4447 1507 1 1
4447 1507 1 1
4447 1507 1 1
4447 346 1 1
4447 1930 1 1
4448 3503 0 0
4448 3092 0 0
4448 3092 0 0
4448 1493 0 0
4448 2007 0 0
4448 2772 0 0
4448 2772 0 0
4448 1801 0 0
4448 2759 0 0
4448 238 0 0
4448 238 0 0
4448 3646 0 0
4448 3589 0 0
4448 3023 0 0
4449 3092 0 0
4449 3433 9 8
4449 3433 9 8
4449 3433 6 6
4449 2325 0 0
4449 2772 0 0
4449 1801 0 0
4449 1801 0 0
4449 686 9 8
4449 238 9 8
4449 238 6 6
4449 238 0 0
4449 1735 0 0
4449 1843 0 0
4449 1843 0 0
4449 2389 6 6
4449 1589 9 8
4449 65 0 0
4450 3092 0 0
4450 449 0 0
4450 3619 1 1
4450 2923 0 0
4450 3724 1 1
4450 16 1 1
4450 1801 0 0
4450 2509 1 1
4450 2075 1 1
4450 2331 0 0
4451 3092 0 0
4451 1751 0 0
4451 1751 0 0
4451 1751 0 0
4451 2772 0 0
4451 2772 0 0
4451 2251 1 1
4451 1801 0 0
4451 3770 1 1
4451 3629 1 1
4451 1122 4 4
4452 3503 0 0
4452 3092 0 0
4452 3092 0 0
4452 3092 0 0
4452 3712 9 8
4452 3712 9 8
4452 2772 0 0
4452 2772 0 0
4452 2772 0 0
4452 1801 0 0
4452 1801 0 0
4452 1801 0 0
4452 238 0 0
4452 238 0 0
4452 238 0 0
4453 130 0 0
4453 3198 0 0
4453 3198 0 0
4453 3198 0 0
4453 472 0 0
4453 1398 0 0
4453 2772 0 0
4453 2772 0 0
4453 2772 0 0
4453 1801 0 0
4453 1801 0 0
4453 1304 0 0
4454 1158 4 4
4454 3757 10 8
4454 3757 10 8
4454 3755 10 8
4454 1150 10 8
4454 938 1 1
4454 941 1 1
4454 3595 1 1
4454 2960 1 1
4454 3785 1 1
4454 3785 1 1
4454 3785 1 1
4454 3785 1 1
4454 3785 1 1
4454 3785 1 1
4455 170 1 1
4455 2742 1 1
4455 2452 1 1
4455 2452 1 1
4455 3673 1 1
4455 3673 1 1
4455 3377 1 1
4455 3377 1 1
4455 2012 1 1
4455 3764 1 1
4455 3764 1 1
4455 2063 1 1
4455 2063 1 1
4455 2449 1 1
4455 3785 1 1
4455 3686 1 1
4455 3686 1 1
4456 1528 1 1
4456 3198 1 1
4456 385 1 1
4456 2685 1 1
4456 2568 1 1
4456 907 1 1
4456 3785 1 1
4456 3785 1 1
4456 3785 1 1
4456 3785 1 1
4457 2737 1 1
4457 1177 1 1
4457 1794 1 1
4457 2685 1 1
4457 941 1 1
4457 941 1 1
4457 3396 1 1
4457 1773 1 1
4457 3586 9 8
4457 2914 1 1
4457 3335 1 1
4457 3335 1 1
4457 3785 1 1
4458 2568 1 1
4458 2012 1 1
4458 704 1 1
4458 941 1 1
4458 3764 1 1
4458 1057 1 1
4458 3335 1 1
4458 3335 1 1
4458 3193 1 1
4458 3785 1 1
4458 3785 1 1
4458 3785 1 1
4459 1751 1 1
4459 3724 1 1
4459 2509 1 1
4459 2509 1 1
4459 3425 1 1
4459 901 1 1
4459 3730 1 1
4459 3730 1 1
4459 3777 1 1
4459 2013 1 1
4459 3785 1 1
4459 3785 1 1
4459 3785 1 1
4460 449 0 0
4460 449 0 0
4460 449 0 0
4460 3619 1 1
4460 2742 4 4
4460 2465 0 0
4460 2174 1 1
4460 700 1 1
4460 3072 1 1
4460 18 1 1
4460 3785 1 1
4460 3785 1 1
4460 3785 1 1
4461 449 0 0
4461 721 1 1
4461 721 1 1
4461 2575 1 1
4461 901 1 1
4461 901 1 1
4461 489 1 1
4461 3411 1 1
4461 3055 1 1
4461 1453 1 1
4461 3747 1 1
4461 3785 1 1
4461 3785 1 1
4462 3619 1 1
4462 3198 1 1
4462 2742 1 1
4462 3673 2 2
4462 2012 1 1
4462 941 1 1
4462 3764 1 1
4462 3785 1 1
4462 3785 1 1
4462 3785 1 1
4463 2092 0 0
4463 2092 0 0
4463 497 7 7
4463 497 0 0
4463 1631 6 6
4463 2444 2 2
4463 2638 7 7
4463 3432 0 0
4463 3432 0 0
4463 2071 2 2
4463 2071 2 2
4463 2071 2 2
4463 2640 7 7
4463 1450 2 2
4463 3785 1 1
4463 3785 1 1
4464 875 3 3
4464 1751 3 3
4464 1125 3 3
4464 662 2 2
4464 2325 6 6
4464 1631 2 2
4464 2509 2 2
4464 1993 3 3
4464 3589 6 6
4464 3434 3 3
4464 3097 3 3
4464 3030 3 3
4464 2725 2 2
4464 3814 3 3
4464 3488 3 3
4464 2653 2 2
4464 3785 1 1
4465 721 1 1
4465 721 1 1
4465 3198 1 1
4465 1725 3 3
4465 1725 1 1
4465 1512 3 3
4465 3005 1 1
4465 2724 1 1
4465 1699 10 8
4465 2487 1 1
4465 2487 1 1
4465 3785 1 1
